timestamp,rnti,ran_ue,amf_ue,imsi
2026-09-17T13:34:09.870261,0x4602,0,362,999420000020052
2026-09-17T13:38:08.434229,0x4603,1,363,999420000020052
2026-09-17T13:50:08.714278,0x4604,2,364,999400890000108
